CountyID,Year,Quarter,Filter Category,Adoption/Guardianship Rate
Thurston,2001,1,Physical Abuse,11.11
Thurston,2001,1,Sexual Abuse,12.5
Thurston,2001,1,Neglect,18.18
Thurston,2001,1,Any Legal Allegation,16.3
Thurston,2002,1,Allegation - No filter,9.65
Thurston,2002,1,Physical Abuse,6.25
Thurston,2002,1,Sexual Abuse,0
Thurston,2002,1,Neglect,11.54
Thurston,2002,1,Any Legal Allegation,10.67
Thurston,2003,1,Allegation - No filter,14.13
Thurston,2003,1,Physical Abuse,3.51
Thurston,2003,1,Sexual Abuse,20
Thurston,2003,1,Neglect,17.54
Thurston,2003,1,Any Legal Allegation,14.86
Thurston,2004,1,Allegation - No filter,8.26
Thurston,2004,1,Physical Abuse,2.17
Thurston,2004,1,Sexual Abuse,0
Thurston,2004,1,Neglect,10
Thurston,2004,1,Any Legal Allegation,9.03
Thurston,2005,1,Allegation - No filter,15.91
Thurston,2005,1,Physical Abuse,9.09
Thurston,2005,1,Sexual Abuse,14.29
Thurston,2005,1,Neglect,20.64
Thurston,2005,1,Any Legal Allegation,18.37
Thurston,2006,1,Allegation - No filter,12.44
Thurston,2006,1,Physical Abuse,17.65
Thurston,2006,1,Sexual Abuse,0
Thurston,2006,1,Neglect,13.92
Thurston,2006,1,Any Legal Allegation,14.28
Thurston,2007,1,Allegation - No filter,9.83
Thurston,2007,1,Physical Abuse,2.94
Thurston,2007,1,Sexual Abuse,0
Thurston,2007,1,Neglect,12.2
Thurston,2007,1,Any Legal Allegation,10.82
Thurston,2008,1,Allegation - No filter,11.7
Thurston,2008,1,Physical Abuse,5.26
Thurston,2008,1,Sexual Abuse,0
Thurston,2008,1,Neglect,13.95
Thurston,2008,1,Any Legal Allegation,12.91
Thurston,2009,1,Allegation - No filter,13.61
Thurston,2009,1,Physical Abuse,9.38
Thurston,2009,1,Sexual Abuse,8.33
Thurston,2009,1,Neglect,14.02
Thurston,2009,1,Any Legal Allegation,13.18
Thurston,2010,1,Allegation - No filter,14.81
Thurston,2010,1,Physical Abuse,10
Thurston,2010,1,Sexual Abuse,0
Thurston,2010,1,Neglect,13.68
Thurston,2010,1,Any Legal Allegation,12.8
Thurston,2011,1,Allegation - No filter,12.44
Thurston,2011,1,Physical Abuse,0
Thurston,2011,1,Sexual Abuse,6.25
Thurston,2011,1,Neglect,12.33
Thurston,2011,1,Any Legal Allegation,11.4
Thurston,2012,1,Allegation - No filter,14.62
Thurston,2012,1,Physical Abuse,12.5
Thurston,2012,1,Sexual Abuse,0
Thurston,2012,1,Neglect,13.08
Thurston,2012,1,Any Legal Allegation,11.76
Thurston,2000,1,Finding - No filter,11.9
Thurston,2000,1,Finding Physical Abuse,18.19
Thurston,2000,1,Finding Sexual Abuse,8.33
Thurston,2000,1,Finding Neglect,17.92
Thurston,2000,1,Any Legal Finding,14.95
Thurston,2001,1,Finding - No filter,14.69
Thurston,2001,1,Finding Physical Abuse,10
Thurston,2001,1,Finding Sexual Abuse,50
Thurston,2001,1,Finding Neglect,21.31
Thurston,2001,1,Any Legal Finding,20.27
Thurston,2002,1,Finding - No filter,9.65
Thurston,2002,1,Finding Physical Abuse,14.29
Thurston,2002,1,Finding Sexual Abuse,0
Thurston,2002,1,Finding Neglect,12.86
Thurston,2002,1,Any Legal Finding,12.5
Thurston,2003,1,Finding - No filter,14.13
Thurston,2003,1,Finding Physical Abuse,9.52
Thurston,2003,1,Finding Sexual Abuse,25
Thurston,2003,1,Finding Neglect,22.03
Thurston,2003,1,Any Legal Finding,18.99
Thurston,2004,1,Finding - No filter,8.26
Thurston,2004,1,Finding Physical Abuse,0
Thurston,2004,1,Finding Sexual Abuse,0
Thurston,2004,1,Finding Neglect,12.35
Thurston,2004,1,Any Legal Finding,10.2
Thurston,2005,1,Finding - No filter,15.91
Thurston,2005,1,Finding Physical Abuse,16
Thurston,2005,1,Finding Sexual Abuse,40
Thurston,2005,1,Finding Neglect,22.06
Thurston,2005,1,Any Legal Finding,20.46
Thurston,2006,1,Finding - No filter,12.44
Thurston,2006,1,Finding Physical Abuse,23.53
Thurston,2006,1,Finding Sexual Abuse,0
Thurston,2006,1,Finding Neglect,19.8
Thurston,2006,1,Any Legal Finding,19.83
Thurston,2007,1,Finding - No filter,9.83
Thurston,2007,1,Finding Physical Abuse,0
Thurston,2007,1,Finding Sexual Abuse,0
Thurston,2007,1,Finding Neglect,12.5
Thurston,2007,1,Any Legal Finding,10.16
Thurston,2008,1,Finding - No filter,11.7
Thurston,2008,1,Finding Physical Abuse,9.1
Thurston,2008,1,Finding Sexual Abuse,0
Thurston,2008,1,Finding Neglect,16.66
Thurston,2008,1,Any Legal Finding,15.84
Thurston,2009,1,Finding - No filter,13.61
Thurston,2009,1,Finding Physical Abuse,0
Thurston,2009,1,Finding Sexual Abuse,9.09
Thurston,2009,1,Finding Neglect,16.44
Thurston,2009,1,Any Legal Finding,14.77
Thurston,2010,1,Finding - No filter,14.81
Thurston,2010,1,Finding Physical Abuse,10
Thurston,2010,1,Finding Sexual Abuse,0
Thurston,2010,1,Finding Neglect,13.89
Thurston,2010,1,Any Legal Finding,12.2
Thurston,2011,1,Finding - No filter,12.44
Thurston,2011,1,Finding Physical Abuse,0
Thurston,2011,1,Finding Sexual Abuse,8.33
Thurston,2011,1,Finding Neglect,11.65
Thurston,2011,1,Any Legal Finding,10.91
Thurston,2012,1,Finding - No filter,14.62
Thurston,2012,1,Finding Physical Abuse,0
Thurston,2012,1,Finding Sexual Abuse,0
Thurston,2012,1,Finding Neglect,15.86
Thurston,2012,1,Any Legal Finding,14.29
Wahkiakum,2000,1,unique,0
Wahkiakum,2000,1,first,0
Wahkiakum,2001,1,unique,0
Wahkiakum,2001,1,first,0
Wahkiakum,2002,1,unique,0
Wahkiakum,2002,1,first,0
Wahkiakum,2003,1,unique,0
Wahkiakum,2003,1,first,0
Wahkiakum,2004,1,unique,0
Wahkiakum,2004,1,first,0
Wahkiakum,2005,1,unique,0
Wahkiakum,2005,1,first,0
Wahkiakum,2006,1,unique,50
Wahkiakum,2006,1,first,50
Wahkiakum,2007,1,unique,0
Wahkiakum,2007,1,first,0
Wahkiakum,2008,1,unique,0
Wahkiakum,2008,1,first,0
Wahkiakum,2009,1,unique,0
Wahkiakum,2009,1,first,0
Wahkiakum,2010,1,unique,0
Wahkiakum,2010,1,first,0
Wahkiakum,2011,1,unique,0
Wahkiakum,2011,1,first,0
Wahkiakum,2012,1,unique,0
Wahkiakum,2012,1,first,0
Wahkiakum,2000,1,All (0-17)                                        ,0
Wahkiakum,2000,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2000,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2000,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2000,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2000,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2000,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2000,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2001,1,All (0-17)                                        ,0
Wahkiakum,2001,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2001,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2001,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2001,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2001,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2001,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2001,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2002,1,All (0-17)                                        ,0
Wahkiakum,2002,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2002,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2002,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2002,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2002,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2002,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2002,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2003,1,All (0-17)                                        ,0
Wahkiakum,2003,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2003,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2003,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2003,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2003,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2003,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2003,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2004,1,All (0-17)                                        ,0
Wahkiakum,2004,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2004,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2004,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2004,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2004,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2004,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2004,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2005,1,All (0-17)                                        ,0
Wahkiakum,2005,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2005,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2005,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2005,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2005,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2005,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2005,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2006,1,All (0-17)                                        ,50
Wahkiakum,2006,1,Infancy (less than 1)                                                                                                                                                                                   ,100
Wahkiakum,2006,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2006,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2006,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2006,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2006,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,66.67
Wahkiakum,2006,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2007,1,All (0-17)                                        ,0
Wahkiakum,2007,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2007,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2007,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2007,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2007,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2007,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2007,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2008,1,All (0-17)                                        ,0
Wahkiakum,2008,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2008,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2008,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2008,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2008,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2008,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2008,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2009,1,All (0-17)                                        ,0
Wahkiakum,2009,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2009,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2009,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2009,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2009,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2009,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2009,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2010,1,All (0-17)                                        ,0
Wahkiakum,2010,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2010,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2010,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2010,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2010,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2010,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2010,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2011,1,All (0-17)                                        ,0
Wahkiakum,2011,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2011,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2011,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2011,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2011,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2011,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2011,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2012,1,All (0-17)                                        ,0
Wahkiakum,2012,1,Infancy (less than 1)                                                                                                                                                                                   ,0
Wahkiakum,2012,1,Early Toddlerhood (1)                                                                                                                                                                                   ,0
Wahkiakum,2012,1,Late Toddlerhood (2)                                                                                                                                                                                    ,0
Wahkiakum,2012,1,Pre-School Age (3-4)                                                                                                                                                                                    ,0
Wahkiakum,2012,1,Elementary School Age (5-9)                                                                                                                                                                             ,0
Wahkiakum,2012,1,Pre to Early Adolescence (10-14)                                                                                                                                                                        ,0
Wahkiakum,2012,1,Late Adolescence (15 through 17)                                                                                                                                                                        ,0
Wahkiakum,2000,1,All Race/Ethnicity,0
Wahkiakum,2000,1,American Indian/Alaskan Native,0
Wahkiakum,2000,1,Asian,0
Wahkiakum,2000,1,Black/African American,0
Wahkiakum,2000,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2000,1,White/Caucasian,0
Wahkiakum,2000,1,Other Race,0
Wahkiakum,2000,1,Multiracial,0
Wahkiakum,2000,1,Hispanic or Latino,0
Wahkiakum,2000,1,Other Ethnicity,0
Wahkiakum,2000,1,"Non-Hispanic, White Alone",0
Wahkiakum,2000,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2001,1,All Race/Ethnicity,0
Wahkiakum,2001,1,American Indian/Alaskan Native,0
Wahkiakum,2001,1,Asian,0
Wahkiakum,2001,1,Black/African American,0
Wahkiakum,2001,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2001,1,White/Caucasian,0
Wahkiakum,2001,1,Other Race,0
Wahkiakum,2001,1,Multiracial,0
Wahkiakum,2001,1,Hispanic or Latino,0
Wahkiakum,2001,1,Other Ethnicity,0
Wahkiakum,2001,1,"Non-Hispanic, White Alone",0
Wahkiakum,2001,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2002,1,All Race/Ethnicity,0
Wahkiakum,2002,1,American Indian/Alaskan Native,0
Wahkiakum,2002,1,Asian,0
Wahkiakum,2002,1,Black/African American,0
Wahkiakum,2002,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2002,1,White/Caucasian,0
Wahkiakum,2002,1,Other Race,0
Wahkiakum,2002,1,Multiracial,0
Wahkiakum,2002,1,Hispanic or Latino,0
Wahkiakum,2002,1,Other Ethnicity,0
Wahkiakum,2002,1,"Non-Hispanic, White Alone",0
Wahkiakum,2002,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2003,1,All Race/Ethnicity,0
Wahkiakum,2003,1,American Indian/Alaskan Native,0
Wahkiakum,2003,1,Asian,0
Wahkiakum,2003,1,Black/African American,0
Wahkiakum,2003,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2003,1,White/Caucasian,0
Wahkiakum,2003,1,Other Race,0
Wahkiakum,2003,1,Multiracial,0
Wahkiakum,2003,1,Hispanic or Latino,0
Wahkiakum,2003,1,Other Ethnicity,0
Wahkiakum,2003,1,"Non-Hispanic, White Alone",0
Wahkiakum,2003,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2004,1,All Race/Ethnicity,0
Wahkiakum,2004,1,American Indian/Alaskan Native,0
Wahkiakum,2004,1,Asian,0
Wahkiakum,2004,1,Black/African American,0
Wahkiakum,2004,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2004,1,White/Caucasian,0
Wahkiakum,2004,1,Other Race,0
Wahkiakum,2004,1,Multiracial,0
Wahkiakum,2004,1,Hispanic or Latino,0
Wahkiakum,2004,1,Other Ethnicity,0
Wahkiakum,2004,1,"Non-Hispanic, White Alone",0
Wahkiakum,2004,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2005,1,All Race/Ethnicity,0
Wahkiakum,2005,1,American Indian/Alaskan Native,0
Wahkiakum,2005,1,Asian,0
Wahkiakum,2005,1,Black/African American,0
Wahkiakum,2005,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2005,1,White/Caucasian,0
Wahkiakum,2005,1,Other Race,0
Wahkiakum,2005,1,Multiracial,0
Wahkiakum,2005,1,Hispanic or Latino,0
Wahkiakum,2005,1,Other Ethnicity,0
Wahkiakum,2005,1,"Non-Hispanic, White Alone",0
Wahkiakum,2005,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2006,1,All Race/Ethnicity,50
Wahkiakum,2006,1,American Indian/Alaskan Native,0
Wahkiakum,2006,1,Asian,0
Wahkiakum,2006,1,Black/African American,0
Wahkiakum,2006,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2006,1,White/Caucasian,40
Wahkiakum,2006,1,Other Race,100
Wahkiakum,2006,1,Multiracial,0
Wahkiakum,2006,1,Hispanic or Latino,100
Wahkiakum,2006,1,Other Ethnicity,0
Wahkiakum,2006,1,"Non-Hispanic, White Alone",25
Wahkiakum,2006,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2007,1,All Race/Ethnicity,0
Wahkiakum,2007,1,American Indian/Alaskan Native,0
Wahkiakum,2007,1,Asian,0
Wahkiakum,2007,1,Black/African American,0
Wahkiakum,2007,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2007,1,White/Caucasian,0
Wahkiakum,2007,1,Other Race,0
Wahkiakum,2007,1,Multiracial,0
Wahkiakum,2007,1,Hispanic or Latino,0
Wahkiakum,2007,1,Other Ethnicity,0
Wahkiakum,2007,1,"Non-Hispanic, White Alone",0
Wahkiakum,2007,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2008,1,All Race/Ethnicity,0
Wahkiakum,2008,1,American Indian/Alaskan Native,0
Wahkiakum,2008,1,Asian,0
Wahkiakum,2008,1,Black/African American,0
Wahkiakum,2008,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2008,1,White/Caucasian,0
Wahkiakum,2008,1,Other Race,0
Wahkiakum,2008,1,Multiracial,0
Wahkiakum,2008,1,Hispanic or Latino,0
Wahkiakum,2008,1,Other Ethnicity,0
Wahkiakum,2008,1,"Non-Hispanic, White Alone",0
Wahkiakum,2008,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2009,1,All Race/Ethnicity,0
Wahkiakum,2009,1,American Indian/Alaskan Native,0
Wahkiakum,2009,1,Asian,0
Wahkiakum,2009,1,Black/African American,0
Wahkiakum,2009,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2009,1,White/Caucasian,0
Wahkiakum,2009,1,Other Race,0
Wahkiakum,2009,1,Multiracial,0
Wahkiakum,2009,1,Hispanic or Latino,0
Wahkiakum,2009,1,Other Ethnicity,0
Wahkiakum,2009,1,"Non-Hispanic, White Alone",0
Wahkiakum,2009,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2010,1,All Race/Ethnicity,0
Wahkiakum,2010,1,American Indian/Alaskan Native,0
Wahkiakum,2010,1,Asian,0
Wahkiakum,2010,1,Black/African American,0
Wahkiakum,2010,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2010,1,White/Caucasian,0
Wahkiakum,2010,1,Other Race,0
Wahkiakum,2010,1,Multiracial,0
Wahkiakum,2010,1,Hispanic or Latino,0
Wahkiakum,2010,1,Other Ethnicity,0
Wahkiakum,2010,1,"Non-Hispanic, White Alone",0
Wahkiakum,2010,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2011,1,All Race/Ethnicity,0
Wahkiakum,2011,1,American Indian/Alaskan Native,0
Wahkiakum,2011,1,Asian,0
Wahkiakum,2011,1,Black/African American,0
Wahkiakum,2011,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2011,1,White/Caucasian,0
Wahkiakum,2011,1,Other Race,0
Wahkiakum,2011,1,Multiracial,0
Wahkiakum,2011,1,Hispanic or Latino,0
Wahkiakum,2011,1,Other Ethnicity,0
Wahkiakum,2011,1,"Non-Hispanic, White Alone",0
Wahkiakum,2011,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2012,1,All Race/Ethnicity,0
Wahkiakum,2012,1,American Indian/Alaskan Native,0
Wahkiakum,2012,1,Asian,0
Wahkiakum,2012,1,Black/African American,0
Wahkiakum,2012,1,Native Hawaiian/Other Pacific Islander,0
Wahkiakum,2012,1,White/Caucasian,0
Wahkiakum,2012,1,Other Race,0
Wahkiakum,2012,1,Multiracial,0
Wahkiakum,2012,1,Hispanic or Latino,0
Wahkiakum,2012,1,Other Ethnicity,0
Wahkiakum,2012,1,"Non-Hispanic, White Alone",0
Wahkiakum,2012,1,"Non-Hispanic, Black Alone",0
Wahkiakum,2000,1,Allegation - No filter,0
Wahkiakum,2000,1,Physical Abuse,0
Wahkiakum,2000,1,Sexual Abuse,0
Wahkiakum,2000,1,Neglect,0
Wahkiakum,2000,1,Any Legal Allegation,0
Wahkiakum,2001,1,Allegation - No filter,0
Wahkiakum,2001,1,Physical Abuse,0
Wahkiakum,2001,1,Sexual Abuse,0
Wahkiakum,2001,1,Neglect,0
Wahkiakum,2001,1,Any Legal Allegation,0
Wahkiakum,2002,1,Allegation - No filter,0
Wahkiakum,2002,1,Physical Abuse,0
Wahkiakum,2002,1,Sexual Abuse,0
Wahkiakum,2002,1,Neglect,0
Wahkiakum,2002,1,Any Legal Allegation,0
Wahkiakum,2003,1,Allegation - No filter,0
Wahkiakum,2003,1,Physical Abuse,0
Wahkiakum,2003,1,Sexual Abuse,0
Wahkiakum,2003,1,Neglect,0
Wahkiakum,2003,1,Any Legal Allegation,0
Wahkiakum,2004,1,Allegation - No filter,0
Wahkiakum,2004,1,Physical Abuse,0
Wahkiakum,2004,1,Sexual Abuse,0
Wahkiakum,2004,1,Neglect,0
Wahkiakum,2004,1,Any Legal Allegation,0
Wahkiakum,2005,1,Allegation - No filter,0
Wahkiakum,2005,1,Physical Abuse,0
Wahkiakum,2005,1,Sexual Abuse,0
Wahkiakum,2005,1,Neglect,0
Wahkiakum,2005,1,Any Legal Allegation,0
Wahkiakum,2006,1,Allegation - No filter,50
Wahkiakum,2006,1,Physical Abuse,0
Wahkiakum,2006,1,Sexual Abuse,0
Wahkiakum,2006,1,Neglect,25
Wahkiakum,2006,1,Any Legal Allegation,25
Wahkiakum,2007,1,Allegation - No filter,0
Wahkiakum,2007,1,Physical Abuse,0
Wahkiakum,2007,1,Sexual Abuse,0
Wahkiakum,2007,1,Neglect,0
Wahkiakum,2007,1,Any Legal Allegation,0
Wahkiakum,2008,1,Allegation - No filter,0
Wahkiakum,2008,1,Physical Abuse,0
Wahkiakum,2008,1,Sexual Abuse,0
Wahkiakum,2008,1,Neglect,0
Wahkiakum,2008,1,Any Legal Allegation,0
Wahkiakum,2009,1,Allegation - No filter,0
Wahkiakum,2009,1,Physical Abuse,0
Wahkiakum,2009,1,Sexual Abuse,0
Wahkiakum,2009,1,Neglect,0
Wahkiakum,2009,1,Any Legal Allegation,0
Wahkiakum,2010,1,Allegation - No filter,0
Wahkiakum,2010,1,Physical Abuse,0
Wahkiakum,2010,1,Sexual Abuse,0
Wahkiakum,2010,1,Neglect,0
Wahkiakum,2010,1,Any Legal Allegation,0
Wahkiakum,2011,1,Allegation - No filter,0
Wahkiakum,2011,1,Physical Abuse,0
Wahkiakum,2011,1,Sexual Abuse,0
Wahkiakum,2011,1,Neglect,0
Wahkiakum,2011,1,Any Legal Allegation,0
Wahkiakum,2012,1,Allegation - No filter,0
Wahkiakum,2012,1,Physical Abuse,0
Wahkiakum,2012,1,Sexual Abuse,0
Wahkiakum,2012,1,Neglect,0
Wahkiakum,2012,1,Any Legal Allegation,0
Wahkiakum,2000,1,Finding - No filter,0
Wahkiakum,2000,1,Finding Physical Abuse,0
Wahkiakum,2000,1,Finding Sexual Abuse,0
Wahkiakum,2000,1,Finding Neglect,0
Wahkiakum,2000,1,Any Legal Finding,0
Wahkiakum,2001,1,Finding - No filter,0
Wahkiakum,2001,1,Finding Physical Abuse,0
Wahkiakum,2001,1,Finding Sexual Abuse,0
Wahkiakum,2001,1,Finding Neglect,0
Wahkiakum,2001,1,Any Legal Finding,0
Wahkiakum,2002,1,Finding - No filter,0
Wahkiakum,2002,1,Finding Physical Abuse,0
Wahkiakum,2002,1,Finding Sexual Abuse,0
Wahkiakum,2002,1,Finding Neglect,0
Wahkiakum,2002,1,Any Legal Finding,0
Wahkiakum,2003,1,Finding - No filter,0
Wahkiakum,2003,1,Finding Physical Abuse,0
Wahkiakum,2003,1,Finding Sexual Abuse,0
Wahkiakum,2003,1,Finding Neglect,0
Wahkiakum,2003,1,Any Legal Finding,0
Wahkiakum,2004,1,Finding - No filter,0
Wahkiakum,2004,1,Finding Physical Abuse,0
Wahkiakum,2004,1,Finding Sexual Abuse,0
Wahkiakum,2004,1,Finding Neglect,0
Wahkiakum,2004,1,Any Legal Finding,0
Wahkiakum,2005,1,Finding - No filter,0
Wahkiakum,2005,1,Finding Physical Abuse,0
Wahkiakum,2005,1,Finding Sexual Abuse,0
Wahkiakum,2005,1,Finding Neglect,0
Wahkiakum,2005,1,Any Legal Finding,0
Wahkiakum,2006,1,Finding - No filter,50
Wahkiakum,2006,1,Finding Physical Abuse,0
Wahkiakum,2006,1,Finding Sexual Abuse,0
Wahkiakum,2006,1,Finding Neglect,0
Wahkiakum,2006,1,Any Legal Finding,0
Wahkiakum,2007,1,Finding - No filter,0
Wahkiakum,2007,1,Finding Physical Abuse,0
Wahkiakum,2007,1,Finding Sexual Abuse,0
Wahkiakum,2007,1,Finding Neglect,0
Wahkiakum,2007,1,Any Legal Finding,0
Wahkiakum,2008,1,Finding - No filter,0
Wahkiakum,2008,1,Finding Physical Abuse,0
Wahkiakum,2008,1,Finding Sexual Abuse,0
Wahkiakum,2008,1,Finding Neglect,0
Wahkiakum,2008,1,Any Legal Finding,0
Wahkiakum,2009,1,Finding - No filter,0
Wahkiakum,2009,1,Finding Physical Abuse,0
Wahkiakum,2009,1,Finding Sexual Abuse,0
Wahkiakum,2009,1,Finding Neglect,0
